sku_id,discount,orders_num,ds
2,-0.05,178.73768845208542,20240101
2,-0.04,178.73768845208542,20240101
2,-0.03,178.73768845208542,20240101
2,-0.02,178.73768845208542,20240101
2,-0.01,178.73768845208542,20240101
2,0.0,178.73768845208542,20240101
2,0.01,180.04065927702422,20240101
2,0.02,174.85798478615422,20240101
2,0.03,174.1177638831047,20240101
2,0.04,174.9695921989383,20240101
2,0.05,174.33758232877275,20240101
2,-0.05,184.71228972459352,20240102
2,-0.04,184.71228972459352,20240102
2,-0.03,184.71228972459352,20240102
2,-0.02,184.71228972459352,20240102
2,-0.01,184.71228972459352,20240102
2,0.0,184.71228972459352,20240102
2,0.01,186.0167289834963,20240102
2,0.02,181.82800631395097,20240102
2,0.03,180.66940532941337,20240102
2,0.04,181.21613740668747,20240102
2,0.05,180.43759329713347,20240102
2,-0.05,175.09931837572367,20240103
2,-0.04,175.09931837572367,20240103
2,-0.03,175.09931837572367,20240103
2,-0.02,175.09931837572367,20240103
2,-0.01,175.09931837572367,20240103
2,0.0,175.09931837572367,20240103
2,0.01,176.21649680923244,20240103
2,0.02,169.69525458380764,20240103
2,0.03,169.48262252421452,20240103
2,0.04,170.17420752589567,20240103
2,0.05,169.3457135645155,20240103
2,-0.05,181.6365906061324,20240104
2,-0.04,181.6365906061324,20240104
2,-0.03,181.6365906061324,20240104
2,-0.02,181.6365906061324,20240104
2,-0.01,181.6365906061324,20240104
2,0.0,181.6365906061324,20240104
2,0.01,182.75541789373744,20240104
2,0.02,178.4372325104759,20240104
2,0.03,178.46085098496377,20240104
2,0.04,178.8636623696728,20240104
2,0.05,177.19116354173286,20240104
2,-0.05,182.3111843628755,20240105
2,-0.04,182.3111843628755,20240105
2,-0.03,182.3111843628755,20240105
2,-0.02,182.3111843628755,20240105
2,-0.01,182.3111843628755,20240105
2,0.0,182.3111843628755,20240105
2,0.01,183.91875970850623,20240105
2,0.02,179.25773249211124,20240105
2,0.03,178.99005051237157,20240105
2,0.04,178.84758979963226,20240105
2,0.05,178.48331395807185,20240105
2,-0.05,175.5444336463321,20240106
2,-0.04,175.5444336463321,20240106
2,-0.03,175.5444336463321,20240106
2,-0.02,175.5444336463321,20240106
2,-0.01,175.5444336463321,20240106
2,0.0,175.5444336463321,20240106
2,0.01,175.80052014917808,20240106
2,0.02,168.38640685888822,20240106
2,0.03,167.62200014204186,20240106
2,0.04,168.00455095621615,20240106
2,0.05,167.9185397338045,20240106
2,-0.05,180.2230003127463,20240107
2,-0.04,180.2230003127463,20240107
2,-0.03,180.2230003127463,20240107
2,-0.02,180.2230003127463,20240107
2,-0.01,180.2230003127463,20240107
2,0.0,180.2230003127463,20240107
2,0.01,180.69395979618758,20240107
2,0.02,175.3300436932828,20240107
2,0.03,175.1209742717327,20240107
2,0.04,175.16992465001968,20240107
2,0.05,174.72166371069645,20240107
2,-0.05,176.62612472826487,20240108
2,-0.04,176.62612472826487,20240108
2,-0.03,176.62612472826487,20240108
2,-0.02,176.62612472826487,20240108
2,-0.01,176.62612472826487,20240108
2,0.0,176.62612472826487,20240108
2,0.01,177.18703572503608,20240108
2,0.02,172.30968477226668,20240108
2,0.03,172.16661076885268,20240108
2,0.04,172.1412613735346,20240108
2,0.05,171.69571578426377,20240108
2,-0.05,169.42852680115993,20240109
2,-0.04,169.42852680115993,20240109
2,-0.03,169.42852680115993,20240109
2,-0.02,169.42852680115993,20240109
2,-0.01,169.42852680115993,20240109
2,0.0,169.42852680115993,20240109
2,0.01,169.97182853638137,20240109
2,0.02,163.87121883383264,20240109
2,0.03,163.58777975634302,20240109
2,0.04,164.05953770289815,20240109
2,0.05,163.97823777539196,20240109
2,-0.05,175.3323811052078,20240110
2,-0.04,175.3323811052078,20240110
2,-0.03,175.3323811052078,20240110
2,-0.02,175.3323811052078,20240110
2,-0.01,175.3323811052078,20240110
2,0.0,175.3323811052078,20240110
2,0.01,175.88093976516592,20240110
2,0.02,171.21831652892408,20240110
2,0.03,171.01200089427059,20240110
2,0.04,170.99389488345898,20240110
2,0.05,170.43340500766988,20240110
2,-0.05,173.42431077349121,20240111
2,-0.04,173.42431077349121,20240111
2,-0.03,173.42431077349121,20240111
2,-0.02,173.42431077349121,20240111
2,-0.01,173.42431077349121,20240111
2,0.0,173.42431077349121,20240111
2,0.01,173.97197891614422,20240111
2,0.02,169.64487809023092,20240111
2,0.03,169.2657146413921,20240111
2,0.04,169.3065455165088,20240111
2,0.05,168.07306248903387,20240111
2,-0.05,172.97467450471623,20240112
2,-0.04,172.97467450471623,20240112
2,-0.03,172.97467450471623,20240112
2,-0.02,172.97467450471623,20240112
2,-0.01,172.97467450471623,20240112
2,0.0,172.97467450471623,20240112
2,0.01,173.52248627919266,20240112
2,0.02,168.88202468008006,20240112
2,0.03,168.46648619230655,20240112
2,0.04,168.30576559111844,20240112
2,0.05,167.86467669050913,20240112
2,-0.05,174.58567902329014,20240113
2,-0.04,174.58567902329014,20240113
2,-0.03,174.58567902329014,20240113
2,-0.02,174.58567902329014,20240113
2,-0.01,174.58567902329014,20240113
2,0.0,174.58567902329014,20240113
2,0.01,174.83701725822894,20240113
2,0.02,167.44501074421277,20240113
2,0.03,167.13110630835595,20240113
2,0.04,166.8847202943504,20240113
2,0.05,166.5664126419129,20240113
2,-0.05,181.30936328483384,20240114
2,-0.04,181.30936328483384,20240114
2,-0.03,181.30936328483384,20240114
2,-0.02,181.30936328483384,20240114
2,-0.01,181.30936328483384,20240114
2,0.0,181.30936328483384,20240114
2,0.01,181.78224064858435,20240114
2,0.02,177.2262540881293,20240114
2,0.03,177.00648052985866,20240114
2,0.04,177.04872490497945,20240114
2,0.05,176.75791165843864,20240114
3,-0.05,163.95860838524962,20240101
3,-0.04,163.95860838524962,20240101
3,-0.03,163.95860838524962,20240101
3,-0.02,163.95860838524962,20240101
3,-0.01,163.95860838524962,20240101
3,0.0,163.95860838524962,20240101
3,0.01,162.96618422531847,20240101
3,0.02,162.54237521446277,20240101
3,0.03,162.52906282601714,20240101
3,0.04,162.10355121113346,20240101
3,0.05,162.67046144950578,20240101
3,-0.05,166.04978992157385,20240102
3,-0.04,166.04978992157385,20240102
3,-0.03,166.04978992157385,20240102
3,-0.02,166.04978992157385,20240102
3,-0.01,166.04978992157385,20240102
3,0.0,166.04978992157385,20240102
3,0.01,165.5772030963715,20240102
3,0.02,165.19369403339078,20240102
3,0.03,165.8031106172942,20240102
3,0.04,165.81915938657355,20240102
3,0.05,166.38655405320014,20240102
3,-0.05,165.3379401480781,20240103
3,-0.04,165.3379401480781,20240103
3,-0.03,165.3379401480781,20240103
3,-0.02,165.3379401480781,20240103
3,-0.01,165.3379401480781,20240103
3,0.0,165.3379401480781,20240103
3,0.01,164.75788594698028,20240103
3,0.02,164.2863912177249,20240103
3,0.03,164.55097462147597,20240103
3,0.04,164.5767127059586,20240103
3,0.05,165.07411196555583,20240103
3,-0.05,167.96635921807808,20240104
3,-0.04,167.96635921807808,20240104
3,-0.03,167.96635921807808,20240104
3,-0.02,167.96635921807808,20240104
3,-0.01,167.96635921807808,20240104
3,0.0,167.96635921807808,20240104
3,0.01,167.3582648619417,20240104
3,0.02,167.29190624943664,20240104
3,0.03,168.1159887662526,20240104
3,0.04,167.98355963393473,20240104
3,0.05,168.55121266229696,20240104
3,-0.05,167.94893329396766,20240105
3,-0.04,167.94893329396766,20240105
3,-0.03,167.94893329396766,20240105
3,-0.02,167.94893329396766,20240105
3,-0.01,167.94893329396766,20240105
3,0.0,167.94893329396766,20240105
3,0.01,167.02216600578876,20240105
3,0.02,166.4919996050108,20240105
3,0.03,166.5318753569712,20240105
3,0.04,166.27780357795285,20240105
3,0.05,166.17707538710343,20240105
3,-0.05,168.76581115701634,20240106
3,-0.04,168.76581115701634,20240106
3,-0.03,168.76581115701634,20240106
3,-0.02,168.76581115701634,20240106
3,-0.01,168.76581115701634,20240106
3,0.0,168.76581115701634,20240106
3,0.01,168.43374279792718,20240106
3,0.02,168.31844480711698,20240106
3,0.03,168.80120212567417,20240106
3,0.04,168.67848879158979,20240106
3,0.05,169.2460126390842,20240106
3,-0.05,162.04144548174804,20240107
3,-0.04,162.04144548174804,20240107
3,-0.03,162.04144548174804,20240107
3,-0.02,162.04144548174804,20240107
3,-0.01,162.04144548174804,20240107
3,0.0,162.04144548174804,20240107
3,0.01,160.21393324693145,20240107
3,0.02,159.54893866409648,20240107
3,0.03,158.80947525039608,20240107
3,0.04,158.73958239038862,20240107
3,0.05,158.64048744380113,20240107
3,-0.05,160.97941586460732,20240108
3,-0.04,160.97941586460732,20240108
3,-0.03,160.97941586460732,20240108
3,-0.02,160.97941586460732,20240108
3,-0.01,160.97941586460732,20240108
3,0.0,160.97941586460732,20240108
3,0.01,160.71804297024136,20240108
3,0.02,160.3894700442816,20240108
3,0.03,160.93419413914935,20240108
3,0.04,160.98402913961533,20240108
3,0.05,161.5431239354853,20240108
3,-0.05,161.2488620355034,20240109
3,-0.04,161.2488620355034,20240109
3,-0.03,161.2488620355034,20240109
3,-0.02,161.2488620355034,20240109
3,-0.01,161.2488620355034,20240109
3,0.0,161.2488620355034,20240109
3,0.01,160.78308063273698,20240109
3,0.02,160.60747775313794,20240109
3,0.03,161.15221355182777,20240109
3,0.04,161.19251605550235,20240109
3,0.05,161.75174003224015,20240109
3,-0.05,165.368775047304,20240110
3,-0.04,165.368775047304,20240110
3,-0.03,165.368775047304,20240110
3,-0.02,165.368775047304,20240110
3,-0.01,165.368775047304,20240110
3,0.0,165.368775047304,20240110
3,0.01,164.61704259751906,20240110
3,0.02,163.7514641807999,20240110
3,0.03,162.99351924484537,20240110
3,0.04,162.75218022440004,20240110
3,0.05,162.5834404166952,20240110
3,-0.05,160.54393693381115,20240111
3,-0.04,160.54393693381115,20240111
3,-0.03,160.54393693381115,20240111
3,-0.02,160.54393693381115,20240111
3,-0.01,160.54393693381115,20240111
3,0.0,160.54393693381115,20240111
3,0.01,160.43882936539816,20240111
3,0.02,160.28747391495227,20240111
3,0.03,160.9777577202202,20240111
3,0.04,160.84725735036884,20240111
3,0.05,161.4066428031914,20240111
3,-0.05,162.3416134677712,20240112
3,-0.04,162.3416134677712,20240112
3,-0.03,162.3416134677712,20240112
3,-0.02,162.3416134677712,20240112
3,-0.01,162.3416134677712,20240112
3,0.0,162.3416134677712,20240112
3,0.01,161.77673221184304,20240112
3,0.02,161.646915814024,20240112
3,0.03,161.70420497110968,20240112
3,0.04,161.57348610863514,20240112
3,0.05,162.13380812274931,20240112
3,-0.05,166.3593474931753,20240113
3,-0.04,166.3593474931753,20240113
3,-0.03,166.3593474931753,20240113
3,-0.02,166.3593474931753,20240113
3,-0.01,166.3593474931753,20240113
3,0.0,166.3593474931753,20240113
3,0.01,165.9415441701984,20240113
3,0.02,165.7726989268471,20240113
3,0.03,166.25150034408568,20240113
3,0.04,166.12979257081096,20240113
3,0.05,166.6926659070643,20240113
3,-0.05,162.2051655313958,20240114
3,-0.04,162.2051655313958,20240114
3,-0.03,162.2051655313958,20240114
3,-0.02,162.2051655313958,20240114
3,-0.01,162.2051655313958,20240114
3,0.0,162.2051655313958,20240114
3,0.01,161.80084260567307,20240114
3,0.02,161.56178789284073,20240114
3,0.03,162.0881796829667,20240114
3,0.04,161.96647190969196,20240114
3,0.05,162.5293452459453,20240114
4,-0.05,1828.253905600359,20240101
4,-0.04,1828.253905600359,20240101
4,-0.03,1828.253905600359,20240101
4,-0.02,1828.253905600359,20240101
4,-0.01,1828.253905600359,20240101
4,0.0,1828.253905600359,20240101
4,0.01,1830.5478138723552,20240101
4,0.02,1755.1709846205783,20240101
4,0.03,1679.3245370816637,20240101
4,0.04,1659.621474712249,20240101
4,0.05,1637.9000858502302,20240101
4,-0.05,2127.79475445307,20240102
4,-0.04,2127.79475445307,20240102
4,-0.03,2127.79475445307,20240102
4,-0.02,2127.79475445307,20240102
4,-0.01,2127.79475445307,20240102
4,0.0,2127.79475445307,20240102
4,0.01,2129.2168289196707,20240102
4,0.02,2060.443798524012,20240102
4,0.03,1996.2373564442896,20240102
4,0.04,1975.9078367014188,20240102
4,0.05,1963.0915654585021,20240102
4,-0.05,2178.4136867039438,20240103
4,-0.04,2178.4136867039438,20240103
4,-0.03,2178.4136867039438,20240103
4,-0.02,2178.4136867039438,20240103
4,-0.01,2178.4136867039438,20240103
4,0.0,2178.4136867039438,20240103
4,0.01,2180.824508862757,20240103
4,0.02,2105.518635546724,20240103
4,0.03,2033.555837796409,20240103
4,0.04,2012.4848158136765,20240103
4,0.05,1986.5940019790157,20240103
4,-0.05,1989.6606218830677,20240104
4,-0.04,1989.6606218830677,20240104
4,-0.03,1989.6606218830677,20240104
4,-0.02,1989.6606218830677,20240104
4,-0.01,1989.6606218830677,20240104
4,0.0,1989.6606218830677,20240104
4,0.01,1991.9374301495745,20240104
4,0.02,1915.424903274938,20240104
4,0.03,1844.858988901804,20240104
4,0.04,1836.315010056804,20240104
4,0.05,1834.428641335059,20240104
4,-0.05,1949.8732463706033,20240105
4,-0.04,1949.8732463706033,20240105
4,-0.03,1949.8732463706033,20240105
4,-0.02,1949.8732463706033,20240105
4,-0.01,1949.8732463706033,20240105
4,0.0,1949.8732463706033,20240105
4,0.01,1951.2441332255776,20240105
4,0.02,1891.7449882492251,20240105
4,0.03,1836.6839638525307,20240105
4,0.04,1831.6143420719397,20240105
4,0.05,1837.429397274789,20240105
4,-0.05,2564.7392713168983,20240106
4,-0.04,2564.7392713168983,20240106
4,-0.03,2564.7392713168983,20240106
4,-0.02,2564.7392713168983,20240106
4,-0.01,2564.7392713168983,20240106
4,0.0,2564.7392713168983,20240106
4,0.01,2566.0025147160995,20240106
4,0.02,2465.560119879009,20240106
4,0.03,2379.2028261128216,20240106
4,0.04,2358.084175836756,20240106
4,0.05,2329.559985644484,20240106
4,-0.05,2363.886356934698,20240107
4,-0.04,2363.886356934698,20240107
4,-0.03,2363.886356934698,20240107
4,-0.02,2363.886356934698,20240107
4,-0.01,2363.886356934698,20240107
4,0.0,2363.886356934698,20240107
4,0.01,2365.1528266860723,20240107
4,0.02,2272.8487415344625,20240107
4,0.03,2182.1591678285176,20240107
4,0.04,2164.7704471833035,20240107
4,0.05,2145.6433966017444,20240107
4,-0.05,2653.407444157564,20240108
4,-0.04,2653.407444157564,20240108
4,-0.03,2653.407444157564,20240108
4,-0.02,2653.407444157564,20240108
4,-0.01,2653.407444157564,20240108
4,0.0,2653.407444157564,20240108
4,0.01,2656.2344128858076,20240108
4,0.02,2564.2283561575896,20240108
4,0.03,2484.3933683063083,20240108
4,0.04,2471.287356354473,20240108
4,0.05,2453.108153216026,20240108
4,-0.05,2706.6325932268373,20240109
4,-0.04,2706.6325932268373,20240109
4,-0.03,2706.6325932268373,20240109
4,-0.02,2706.6325932268373,20240109
4,-0.01,2706.6325932268373,20240109
4,0.0,2706.6325932268373,20240109
4,0.01,2708.39777799866,20240109
4,0.02,2606.7666724851465,20240109
4,0.03,2525.9897867891023,20240109
4,0.04,2512.5238313779437,20240109
4,0.05,2505.2691497150136,20240109
4,-0.05,2829.630259073165,20240110
4,-0.04,2829.630259073165,20240110
4,-0.03,2829.630259073165,20240110
4,-0.02,2829.630259073165,20240110
4,-0.01,2829.630259073165,20240110
4,0.0,2829.630259073165,20240110
4,0.01,2832.6017942429266,20240110
4,0.02,2733.6397209409365,20240110
4,0.03,2657.0430533469976,20240110
4,0.04,2636.5500638672074,20240110
4,0.05,2624.551667029178,20240110
4,-0.05,2226.91627914037,20240111
4,-0.04,2226.91627914037,20240111
4,-0.03,2226.91627914037,20240111
4,-0.02,2226.91627914037,20240111
4,-0.01,2226.91627914037,20240111
4,0.0,2226.91627914037,20240111
4,0.01,2229.59428453159,20240111
4,0.02,2152.1691124941626,20240111
4,0.03,2070.4313282327657,20240111
4,0.04,2044.7047154822558,20240111
4,0.05,2017.1304458854015,20240111
4,-0.05,2252.122691476304,20240112
4,-0.04,2252.122691476304,20240112
4,-0.03,2252.122691476304,20240112
4,-0.02,2252.122691476304,20240112
4,-0.01,2252.122691476304,20240112
4,0.0,2252.122691476304,20240112
4,0.01,2253.7426654684295,20240112
4,0.02,2168.3491270357663,20240112
4,0.03,2072.755614584391,20240112
4,0.04,2039.0505095516933,20240112
4,0.05,2014.9051264979996,20240112
4,-0.05,2447.676674164079,20240113
4,-0.04,2447.676674164079,20240113
4,-0.03,2447.676674164079,20240113
4,-0.02,2447.676674164079,20240113
4,-0.01,2447.676674164079,20240113
4,0.0,2447.676674164079,20240113
4,0.01,2448.9055031401053,20240113
4,0.02,2396.306621467332,20240113
4,0.03,2345.985357113898,20240113
4,0.04,2335.9299106210497,20240113
4,0.05,2323.4584324409607,20240113
4,-0.05,2462.9311563467236,20240114
4,-0.04,2462.9311563467236,20240114
4,-0.03,2462.9311563467236,20240114
4,-0.02,2462.9311563467236,20240114
4,-0.01,2462.9311563467236,20240114
4,0.0,2462.9311563467236,20240114
4,0.01,2464.190971746741,20240114
4,0.02,2394.5522990125933,20240114
4,0.03,2350.0039410003046,20240114
4,0.04,2340.937867785323,20240114
4,0.05,2340.3978545497416,20240114
5,-0.05,555.3952058189004,20240101
5,-0.04,555.3952058189004,20240101
5,-0.03,555.3952058189004,20240101
5,-0.02,555.3952058189004,20240101
5,-0.01,555.3952058189004,20240101
5,0.0,555.3952058189004,20240101
5,0.01,523.9484878564865,20240101
5,0.02,523.9484878564865,20240101
5,0.03,523.9484878564865,20240101
5,0.04,523.9484878564865,20240101
5,0.05,523.9484878564865,20240101
5,-0.05,520.0543082699422,20240102
5,-0.04,520.0543082699422,20240102
5,-0.03,520.0543082699422,20240102
5,-0.02,520.0543082699422,20240102
5,-0.01,520.0543082699422,20240102
5,0.0,520.0543082699422,20240102
5,0.01,482.60828813194365,20240102
5,0.02,482.60828813194365,20240102
5,0.03,482.60828813194365,20240102
5,0.04,482.60828813194365,20240102
5,0.05,482.60828813194365,20240102
5,-0.05,454.44964904220404,20240103
5,-0.04,454.44964904220404,20240103
5,-0.03,454.44964904220404,20240103
5,-0.02,454.44964904220404,20240103
5,-0.01,454.44964904220404,20240103
5,0.0,454.44964904220404,20240103
5,0.01,423.95521884950915,20240103
5,0.02,423.95521884950915,20240103
5,0.03,423.95521884950915,20240103
5,0.04,423.95521884950915,20240103
5,0.05,423.95521884950915,20240103
5,-0.05,439.4643255170812,20240104
5,-0.04,439.4643255170812,20240104
5,-0.03,439.4643255170812,20240104
5,-0.02,439.4643255170812,20240104
5,-0.01,439.4643255170812,20240104
5,0.0,439.4643255170812,20240104
5,0.01,413.57052578032847,20240104
5,0.02,413.57052578032847,20240104
5,0.03,413.57052578032847,20240104
5,0.04,413.57052578032847,20240104
5,0.05,413.57052578032847,20240104
5,-0.05,469.1055294614879,20240105
5,-0.04,469.1055294614879,20240105
5,-0.03,469.1055294614879,20240105
5,-0.02,469.1055294614879,20240105
5,-0.01,469.1055294614879,20240105
5,0.0,469.1055294614879,20240105
5,0.01,435.450555665996,20240105
5,0.02,435.450555665996,20240105
5,0.03,435.450555665996,20240105
5,0.04,435.450555665996,20240105
5,0.05,435.450555665996,20240105
5,-0.05,449.54973298807573,20240106
5,-0.04,449.54973298807573,20240106
5,-0.03,449.54973298807573,20240106
5,-0.02,449.54973298807573,20240106
5,-0.01,449.54973298807573,20240106
5,0.0,449.54973298807573,20240106
5,0.01,410.9141234128644,20240106
5,0.02,410.9141234128644,20240106
5,0.03,410.9141234128644,20240106
5,0.04,410.9141234128644,20240106
5,0.05,410.9141234128644,20240106
5,-0.05,427.24080073447425,20240107
5,-0.04,427.24080073447425,20240107
5,-0.03,427.24080073447425,20240107
5,-0.02,427.24080073447425,20240107
